0 1 2 3 4 5 6
7 15 50 62 64 73 79
7 19 21 30 36 55 63
7 20 33 46 59 72 85
7 25 28 31 35 65 66
8 9 54 59 62 69 78
8 10 19 25 44 52 87
8 11 18 27 48 49 81
8 12 29 30 75 83 93
8 13 43 55 57 72 79
8 14 33 41 76 88 90
8 15 35 40 70 82 84
8 16 26 32 36 66 67
8 20 22 31 37 56 64
8 21 34 47 60 73 86
9 10 42 60 63 70 79
9 11 20 26 45 53 88
9 12 19 28 49 50 82
9 13 30 31 76 81 84
9 14 44 56 58 73 80
9 15 29 34 77 89 91
9 17 27 33 37 55 67
9 21 23 32 38 57 65
9 22 35 48 61 74 87
10 11 43 61 64 71 80
10 12 21 27 46 54 89
10 13 16 20 50 51 83
10 14 31 32 77 82 85
10 15 45 57 59 68 74
10 18 28 34 38 55 56
10 22 24 33 39 58 66
10 23 36 49 62 75 88
11 12 44 62 65 68 72
11 13 22 28 42 47 90
11 14 17 21 51 52 84
11 15 32 33 78 83 86
11 16 19 35 39 56 57
11 23 25 34 40 59 67
11 24 37 50 63 76 89
12 13 45 63 66 69 73
12 14 16 23 43 48 91
12 15 18 22 52 53 85
12 17 20 36 40 57 58
12 24 26 35 41 55 60
12 25 38 51 64 77 90
13 14 46 64 67 70 74
13 15 17 24 44 49 92
13 18 21 37 41 58 59
13 25 27 29 36 56 61
13 26 39 52 65 78 91
14 15 47 55 65 71 75
14 19 22 29 38 59 60
14 26 28 30 37 57 62
14 27 40 53 66 79 92
15 16 27 31 38 58 63
15 20 23 30 39 60 61
15 28 41 54 67 80 93
16 17 62 70 80 86 90
16 21 64 76 78 87 93
16 24 59 71 73 82 88
16 28 61 69 79 85 89
16 30 41 45 52 72 77
16 34 37 44 53 74 75
17 18 63 68 71 87 91
17 22 65 77 79 81 88
17 25 60 72 74 83 89
17 29 31 46 53 73 78
17 35 38 45 54 75 76
18 19 64 69 72 88 92
18 23 66 78 80 82 89
18 26 61 73 75 84 90
18 30 32 47 54 74 79
18 36 39 42 46 76 77
19 20 65 70 73 89 93
19 24 67 68 79 83 90
19 27 62 74 76 85 91
19 31 33 42 48 75 80
19 37 40 43 47 77 78
20 21 66 71 74 81 90
20 25 55 69 80 84 91
20 28 63 75 77 86 92
20 32 34 43 49 68 76
20 38 41 44 48 78 79
21 22 67 72 75 82 91
21 26 56 68 70 85 92
21 29 39 45 49 79 80
21 33 35 44 50 69 77
22 23 55 73 76 83 92
22 27 57 69 71 86 93
22 30 40 46 50 68 80
22 34 36 45 51 70 78
23 24 56 74 77 84 93
23 28 58 70 72 81 87
23 31 41 47 51 68 69
23 35 37 46 52 71 79
24 25 57 75 78 81 85
24 29 32 48 52 69 70
24 36 38 47 53 72 80
25 26 58 76 79 82 86
25 30 33 49 53 70 71
25 37 39 48 54 68 73
26 27 59 77 80 83 87
26 31 34 50 54 71 72
26 38 40 42 49 69 74
27 28 60 68 78 84 88
27 32 35 42 51 72 73
27 39 41 43 50 70 75
28 29 40 44 51 71 76
28 33 36 43 52 73 74
29 43 54 58 65 85 90
29 47 50 57 66 87 88
30 42 44 59 66 86 91
30 48 51 58 67 88 89
31 43 45 60 67 87 92
31 49 52 55 59 89 90
32 44 46 55 61 88 93
32 50 53 56 60 90 91
33 45 47 56 62 81 89
33 51 54 57 61 91 92
34 42 52 58 62 92 93
34 46 48 57 63 82 90
35 43 53 59 63 81 93
35 47 49 58 64 83 91
36 44 54 60 64 81 82
36 48 50 59 65 84 92
37 42 45 61 65 82 83
37 49 51 60 66 85 93
38 43 46 62 66 83 84
38 50 52 61 67 81 86
39 44 47 63 67 84 85
39 51 53 55 62 82 87
40 45 48 55 64 85 86
40 52 54 56 63 83 88
41 42 53 57 64 84 89
41 46 49 56 65 86 87
