0 1 2 3 4
23 30 49 55 74
23 32 39 64 86
23 33 43 53 70
23 34 45 56 69
23 35 59 80 83
23 37 38 54 82
23 48 62 79 81
23 52 61 72 88
24 25 39 55 82
24 26 41 58 78
24 27 43 61 77
24 28 45 64 84
24 30 48 53 75
24 31 50 56 74
24 32 38 62 72
24 33 42 67 71
24 34 44 54 70
24 35 46 57 69
24 40 65 85 86
24 47 60 80 81
24 51 59 73 88
25 51 66 79 87
28 42 58 82 87
29 44 61 78 87
30 46 64 77 87
33 39 62 73 87
34 41 65 72 87
35 43 67 86 87
36 48 60 69 87
37 50 63 80 87
45 54 71 81 87
49 53 76 87 88
52 59 74 85 87
